concurso,metodo,dezenas,acertos
3548,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3548,M3_mais_atrasadas,01-03-04-07-08-11-12-13-16-17-18-22-23-24-25,10
3548,M4_par_impar_balanceado,01-02-08-09-10-11-12-13-16-17-18-21-22-23-24,11
3548,M5_soma_faixa_comum,01-02-04-06-07-09-10-11-13-17-20-21-22-23-25,9
3549,M1_aleatorio_puro,02-03-04-05-07-10-11-12-13-17-18-20-21-22-24,10
3549,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,10
3549,M3_mais_atrasadas,01-02-03-04-05-06-07-09-14-18-20-21-22-23-24,10
3549,M4_par_impar_balanceado,02-03-04-05-07-08-09-10-11-12-16-19-21-22-24,10
3549,M5_soma_faixa_comum,02-03-05-07-08-09-11-13-14-16-17-18-20-24-25,11
3550,M1_aleatorio_puro,01-02-04-07-09-10-11-12-13-15-17-18-20-21-23,9
3550,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,7
3550,M3_mais_atrasadas,01-03-04-05-06-10-11-13-15-16-17-18-19-24-25,9
3550,M4_par_impar_balanceado,02-03-05-06-09-10-11-12-13-16-18-20-21-24-25,7
3550,M5_soma_faixa_comum,01-02-03-05-07-10-11-14-15-17-18-19-20-22-24,8
3551,M1_aleatorio_puro,01-02-03-05-09-10-11-14-15-16-17-18-20-22-25,10
3551,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3551,M3_mais_atrasadas,01-02-03-05-09-10-11-13-14-17-19-20-21-24-25,9
3551,M4_par_impar_balanceado,03-04-05-07-08-09-10-12-14-18-19-20-21-24-25,8
3551,M5_soma_faixa_comum,02-03-06-07-08-10-11-12-14-16-17-22-23-24-25,11
3552,M1_aleatorio_puro,03-04-05-06-07-09-11-13-15-20-21-22-23-24-25,10
3552,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,7
3552,M3_mais_atrasadas,03-04-05-06-09-10-11-13-14-15-17-18-20-23-24,10
3552,M4_par_impar_balanceado,03-06-07-09-10-12-14-15-17-18-19-20-21-22-24,9
3552,M5_soma_faixa_comum,03-04-06-07-09-10-12-13-14-15-17-18-20-21-22,10
3553,M1_aleatorio_puro,01-05-06-07-08-09-11-12-13-16-17-18-19-21-25,10
3553,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3553,M3_mais_atrasadas,01-02-03-04-08-09-10-13-16-18-19-21-22-24-25,11
3553,M4_par_impar_balanceado,02-03-05-06-07-11-12-13-14-16-18-21-22-23-24,10
3553,M5_soma_faixa_comum,02-03-07-08-09-10-11-12-13-18-19-20-22-23-25,10
3554,M1_aleatorio_puro,01-02-03-04-05-07-08-09-11-17-18-20-22-23-25,11
3554,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,10
3554,M3_mais_atrasadas,03-04-05-06-10-11-12-14-15-18-19-20-21-22-25,10
3554,M4_par_impar_balanceado,01-02-06-07-08-09-10-11-14-16-17-18-19-20-23,8
3554,M5_soma_faixa_comum,02-03-06-07-08-09-12-13-15-17-18-20-21-22-23,8
3555,M1_aleatorio_puro,01-02-03-04-05-07-08-09-10-11-17-18-19-21-22,9
3555,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3555,M3_mais_atrasadas,02-03-04-06-07-08-10-11-13-17-19-20-21-23-24,11
3555,M4_par_impar_balanceado,01-02-03-04-06-08-09-10-14-15-17-18-20-21-23,11
3555,M5_soma_faixa_comum,02-04-05-07-09-10-11-12-14-15-17-18-19-20-21,9
3556,M1_aleatorio_puro,01-02-04-05-06-08-09-14-15-17-18-19-21-22-24,9
3556,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3556,M3_mais_atrasadas,04-05-06-09-10-11-12-16-17-18-21-22-23-24-25,9
3556,M4_par_impar_balanceado,01-03-05-08-09-11-12-13-14-16-18-20-21-22-24,8
3556,M5_soma_faixa_comum,03-04-05-06-10-12-13-15-16-17-18-19-20-24-25,8
3557,M1_aleatorio_puro,01-03-04-08-09-10-13-14-16-18-19-20-21-24-25,9
3557,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3557,M3_mais_atrasadas,06-08-09-10-11-12-13-15-18-19-20-21-22-24-25,10
3557,M4_par_impar_balanceado,01-02-04-05-06-08-10-12-13-14-17-18-19-23-25,7
3557,M5_soma_faixa_comum,01-02-06-07-09-10-11-12-14-15-18-21-22-23-25,8
3558,M1_aleatorio_puro,02-04-05-06-08-12-13-14-15-18-19-20-22-23-25,11
3558,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,11
3558,M3_mais_atrasadas,01-02-03-04-07-08-09-10-11-12-15-16-18-23-25,10
3558,M4_par_impar_balanceado,02-03-04-06-07-09-10-12-14-19-21-22-23-24-25,11
3558,M5_soma_faixa_comum,01-03-04-06-08-09-11-13-14-15-18-19-21-24-25,9
3559,M1_aleatorio_puro,01-03-05-07-10-11-14-15-17-18-19-21-22-23-24,7
3559,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,10
3559,M3_mais_atrasadas,01-04-05-06-08-10-11-12-16-17-18-19-20-21-23,8
3559,M4_par_impar_balanceado,02-04-05-06-07-08-09-10-11-12-13-15-18-21-22,8
3559,M5_soma_faixa_comum,01-02-03-04-05-06-10-15-17-18-19-20-21-24-25,9
3560,M1_aleatorio_puro,01-02-04-05-07-08-10-12-14-15-17-19-20-22-25,8
3560,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,8
3560,M3_mais_atrasadas,03-04-05-06-07-10-12-13-17-18-19-21-22-23-24,12
3560,M4_par_impar_balanceado,01-02-04-07-09-10-12-14-15-17-18-20-23-24-25,9
3560,M5_soma_faixa_comum,01-03-04-05-07-08-09-10-11-15-17-21-22-23-24,10
3561,M1_aleatorio_puro,01-02-03-05-06-07-10-11-12-13-14-15-16-20-22,9
3561,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,7
3561,M3_mais_atrasadas,01-02-05-08-09-11-13-14-15-16-20-21-22-23-25,9
3561,M4_par_impar_balanceado,01-04-05-09-10-12-15-16-17-18-20-21-22-24-25,11
3561,M5_soma_faixa_comum,03-05-07-09-10-11-12-13-14-15-16-17-20-22-24,7
3562,M1_aleatorio_puro,01-03-04-09-10-13-14-15-17-18-19-20-22-23-25,10
3562,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,10
3562,M3_mais_atrasadas,01-02-03-04-06-09-10-11-12-13-14-19-22-23-24,11
3562,M4_par_impar_balanceado,03-04-06-07-08-09-11-12-13-14-18-19-20-24-25,10
3562,M5_soma_faixa_comum,02-04-06-07-08-09-13-14-15-16-17-18-19-20-25,8
3563,M1_aleatorio_puro,01-02-06-07-09-14-15-16-17-18-20-21-22-24-25,7
3563,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,10
3563,M3_mais_atrasadas,01-02-04-05-07-08-14-16-17-18-19-20-21-24-25,7
3563,M4_par_impar_balanceado,01-02-04-07-08-09-11-12-13-14-15-16-18-19-22,8
3563,M5_soma_faixa_comum,01-03-04-05-06-07-08-13-15-16-21-22-23-24-25,8
3564,M1_aleatorio_puro,01-02-07-09-10-11-13-15-17-18-19-21-23-24-25,9
3564,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3564,M3_mais_atrasadas,02-03-04-05-06-07-08-09-14-15-16-18-20-22-24,8
3564,M4_par_impar_balanceado,03-04-10-11-12-13-14-15-16-18-19-21-22-24-25,8
3564,M5_soma_faixa_comum,01-02-03-04-05-06-07-13-15-16-19-20-22-24-25,8
3565,M1_aleatorio_puro,01-02-04-05-08-09-10-12-13-15-16-18-20-21-23,9
3565,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3565,M3_mais_atrasadas,01-02-03-04-10-14-15-16-17-18-19-20-21-22-25,11
3565,M4_par_impar_balanceado,01-02-06-08-11-12-15-16-18-19-20-21-22-23-25,10
3565,M5_soma_faixa_comum,01-03-06-09-11-12-13-14-15-16-18-19-23-24-25,9
3566,M1_aleatorio_puro,01-04-05-07-08-09-14-16-17-18-20-21-22-23-24,11
3566,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3566,M3_mais_atrasadas,02-03-04-05-06-07-08-09-12-14-15-16-17-18-24,9
3566,M4_par_impar_balanceado,03-04-05-08-10-12-13-14-15-16-17-18-21-24-25,9
3566,M5_soma_faixa_comum,01-03-05-06-07-09-10-11-12-15-16-19-20-22-25,6
3567,M1_aleatorio_puro,01-03-05-06-08-10-12-13-14-15-17-18-20-21-23,8
3567,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,11
3567,M3_mais_atrasadas,03-05-06-08-09-10-11-12-13-16-18-19-22-23-25,8
3567,M4_par_impar_balanceado,01-02-03-06-08-09-11-12-15-17-18-20-21-22-24,10
3567,M5_soma_faixa_comum,03-04-06-08-09-10-11-12-13-17-18-19-20-21-24,10
3568,M1_aleatorio_puro,03-04-05-07-09-10-11-12-13-14-15-16-17-20-21,7
3568,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,10
3568,M3_mais_atrasadas,01-03-05-06-07-09-13-16-17-18-19-21-22-23-25,8
3568,M4_par_impar_balanceado,01-02-03-04-06-07-08-11-14-15-17-18-21-22-24,10
3568,M5_soma_faixa_comum,02-04-05-08-09-10-12-13-15-16-17-18-20-23-24,9
3569,M1_aleatorio_puro,01-04-05-09-10-11-12-13-14-15-17-18-19-24-25,10
3569,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3569,M3_mais_atrasadas,01-03-04-08-09-10-12-14-15-16-17-18-21-23-25,9
3569,M4_par_impar_balanceado,03-04-06-07-08-10-11-12-17-18-19-20-22-23-25,9
3569,M5_soma_faixa_comum,02-04-05-07-08-09-11-13-15-16-18-19-20-23-25,8
3570,M1_aleatorio_puro,01-02-04-05-06-08-11-12-13-14-15-18-22-23-24,10
3570,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,10
3570,M3_mais_atrasadas,05-06-07-08-09-11-12-13-16-18-21-22-23-24-25,8
3570,M4_par_impar_balanceado,01-02-05-07-09-10-11-12-16-18-19-20-21-22-24,11
3570,M5_soma_faixa_comum,03-04-06-08-09-10-13-14-16-17-18-19-21-22-25,8
3571,M1_aleatorio_puro,01-02-06-07-08-09-11-12-16-17-18-19-20-21-25,8
3571,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,12
3571,M3_mais_atrasadas,03-04-06-07-08-09-11-12-14-15-16-17-22-23-25,10
3571,M4_par_impar_balanceado,02-04-06-08-09-10-13-15-16-17-21-22-23-24-25,9
3571,M5_soma_faixa_comum,01-02-03-05-07-08-10-11-14-16-19-20-21-22-25,9
3572,M1_aleatorio_puro,01-03-06-07-08-10-11-13-14-15-16-17-18-22-23,9
3572,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,9
3572,M3_mais_atrasadas,01-04-07-09-10-12-14-15-16-18-19-21-22-23-25,11
3572,M4_par_impar_balanceado,02-04-05-06-08-11-12-13-14-15-19-20-21-24-25,8
3572,M5_soma_faixa_comum,01-03-04-05-07-11-12-13-15-17-18-19-22-23-25,10
3573,M1_aleatorio_puro,03-04-05-07-08-12-13-15-17-18-19-20-21-22-25,8
3573,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-19-20-22-24-25,9
3573,M3_mais_atrasadas,03-04-06-07-08-09-11-13-15-19-20-21-22-23-25,8
3573,M4_par_impar_balanceado,03-04-05-06-07-08-09-10-11-12-13-15-16-20-22,9
3573,M5_soma_faixa_comum,03-04-05-06-07-08-10-11-12-14-17-20-21-22-25,10
3574,M1_aleatorio_puro,01-02-03-05-06-07-10-11-14-15-17-18-22-23-25,8
3574,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,9
3574,M3_mais_atrasadas,03-04-05-06-08-09-13-15-17-18-19-21-23-24-25,11
3574,M4_par_impar_balanceado,01-02-03-05-06-07-10-11-14-16-18-21-22-23-24,7
3574,M5_soma_faixa_comum,02-03-05-08-10-11-12-13-15-18-20-21-22-24-25,10
3575,M1_aleatorio_puro,01-03-04-05-08-10-11-14-15-17-19-21-22-23-25,10
3575,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,10
3575,M3_mais_atrasadas,02-04-07-08-09-10-11-12-14-18-19-20-22-23-24,9
3575,M4_par_impar_balanceado,01-04-05-06-10-11-12-14-15-17-20-21-22-23-24,9
3575,M5_soma_faixa_comum,01-03-04-09-10-11-13-14-15-16-18-20-22-23-25,8
3576,M1_aleatorio_puro,02-03-05-10-11-12-13-14-15-17-18-20-21-23-25,9
3576,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,8
3576,M3_mais_atrasadas,01-02-03-06-11-12-13-16-17-18-19-20-22-23-24,9
3576,M4_par_impar_balanceado,02-03-04-06-08-12-13-15-18-19-20-21-22-23-25,10
3576,M5_soma_faixa_comum,02-05-07-08-10-11-12-13-14-16-18-20-21-23-25,11
3577,M1_aleatorio_puro,01-04-06-08-09-10-12-13-14-16-17-18-21-22-24,10
3577,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,9
3577,M3_mais_atrasadas,04-06-08-09-11-12-13-14-15-17-20-21-22-24-25,8
3577,M4_par_impar_balanceado,02-06-07-10-13-14-15-16-17-18-19-20-21-23-24,8
3577,M5_soma_faixa_comum,01-02-03-06-09-10-14-16-17-18-19-20-21-23-24,10
3578,M1_aleatorio_puro,02-03-04-06-07-08-09-10-13-14-18-20-21-22-25,10
3578,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,9
3578,M3_mais_atrasadas,02-03-07-08-11-12-13-14-15-17-18-19-21-22-23,8
3578,M4_par_impar_balanceado,02-03-04-06-07-09-11-12-16-19-20-22-23-24-25,11
3578,M5_soma_faixa_comum,01-02-03-04-08-09-13-15-17-18-20-21-22-23-24,9
3579,M1_aleatorio_puro,01-02-04-08-09-10-11-12-14-16-18-19-20-23-24,9
3579,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,10
3579,M3_mais_atrasadas,01-03-08-10-11-12-13-15-16-17-18-19-21-24-25,11
3579,M4_par_impar_balanceado,02-03-07-08-10-12-13-14-15-16-17-18-19-21-24,9
3579,M5_soma_faixa_comum,01-02-03-04-05-07-12-14-15-17-19-20-21-24-25,10
3580,M1_aleatorio_puro,01-02-04-06-07-08-12-13-14-16-17-18-21-23-24,9
3580,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,8
3580,M3_mais_atrasadas,05-06-07-09-11-12-14-15-16-17-18-19-22-23-24,8
3580,M4_par_impar_balanceado,03-07-08-10-11-13-14-15-16-17-18-20-21-22-24,6
3580,M5_soma_faixa_comum,04-06-07-08-09-11-12-13-14-15-16-17-22-23-24,9
3581,M1_aleatorio_puro,01-02-06-07-09-13-14-16-17-18-20-21-23-24-25,7
3581,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-19-20-22-24-25,9
3581,M3_mais_atrasadas,02-03-05-07-09-10-11-12-14-17-18-21-22-24-25,9
3581,M4_par_impar_balanceado,02-05-06-07-08-10-13-15-16-19-20-22-23-24-25,11
3581,M5_soma_faixa_comum,03-04-06-08-09-10-12-13-17-18-19-20-21-23-25,8
3582,M1_aleatorio_puro,01-02-05-07-08-09-14-16-18-19-20-21-22-23-24,9
3582,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,8
3582,M3_mais_atrasadas,01-03-04-08-09-10-11-13-14-16-18-19-21-23-25,9
3582,M4_par_impar_balanceado,01-02-03-05-06-09-10-11-12-14-15-16-20-21-24,9
3582,M5_soma_faixa_comum,01-05-06-08-09-10-12-13-14-17-18-19-20-23-24,10
3583,M1_aleatorio_puro,02-03-05-06-09-10-11-14-15-16-17-20-21-23-24,10
3583,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,11
3583,M3_mais_atrasadas,01-02-03-04-05-09-14-15-16-17-19-20-21-22-25,9
3583,M4_par_impar_balanceado,01-03-04-05-07-08-11-12-16-17-18-20-22-23-24,6
3583,M5_soma_faixa_comum,02-04-05-06-08-09-11-12-14-15-17-18-20-21-23,9
3584,M1_aleatorio_puro,01-03-05-07-09-11-13-14-15-16-18-19-22-23-25,9
3584,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,7
3584,M3_mais_atrasadas,01-02-04-05-07-08-11-14-15-16-17-18-19-20-21,11
3584,M4_par_impar_balanceado,01-02-04-07-08-11-12-13-14-17-18-19-20-24-25,10
3584,M5_soma_faixa_comum,02-03-04-06-08-09-10-12-15-16-18-21-22-23-24,9
3585,M1_aleatorio_puro,01-02-03-05-06-07-08-09-11-12-14-16-20-22-25,8
3585,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,8
3585,M3_mais_atrasadas,02-03-05-06-07-09-10-11-12-14-18-19-22-24-25,6
3585,M4_par_impar_balanceado,01-03-05-06-09-10-11-12-13-16-18-20-22-23-24,8
3585,M5_soma_faixa_comum,01-03-04-06-09-10-11-13-14-15-18-20-22-23-25,9
3586,M1_aleatorio_puro,02-04-05-06-10-12-13-15-16-17-18-19-22-24-25,11
3586,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,10
3586,M3_mais_atrasadas,02-03-04-05-06-07-11-12-13-14-15-18-19-21-24,10
3586,M4_par_impar_balanceado,01-02-03-05-06-08-11-12-13-18-20-22-23-24-25,10
3586,M5_soma_faixa_comum,01-03-04-05-07-08-11-12-13-15-19-20-21-22-23,7
3587,M1_aleatorio_puro,01-02-03-04-05-07-09-10-12-13-19-21-22-23-24,9
3587,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,9
3587,M3_mais_atrasadas,01-03-04-05-07-08-09-10-15-16-19-20-21-23-25,8
3587,M4_par_impar_balanceado,04-05-06-07-08-10-11-12-13-14-18-20-21-23-25,8
3587,M5_soma_faixa_comum,02-03-04-06-08-10-13-15-16-19-20-21-23-24-25,8
3588,M1_aleatorio_puro,04-05-06-08-09-11-14-15-17-19-20-21-23-24-25,11
3588,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,7
3588,M3_mais_atrasadas,01-03-05-06-07-08-11-13-14-15-20-21-23-24-25,10
3588,M4_par_impar_balanceado,01-02-03-04-08-09-12-15-16-17-18-19-21-22-24,10
3588,M5_soma_faixa_comum,02-03-05-06-08-09-10-11-12-13-18-19-20-21-24,8
3589,M1_aleatorio_puro,02-06-07-08-09-10-11-12-13-16-17-21-22-23-24,8
3589,M2_mais_frequentes,01-02-03-04-05-09-10-11-12-13-14-20-22-24-25,10
3589,M3_mais_atrasadas,01-02-03-04-05-06-07-10-12-13-15-18-20-22-25,10
3589,M4_par_impar_balanceado,01-02-03-04-05-06-10-11-12-13-18-20-21-23-24,10
3589,M5_soma_faixa_comum,01-02-03-04-08-09-11-13-14-17-19-20-21-23-25,9
3590,M1_aleatorio_puro,01-02-04-06-08-09-10-13-15-16-18-20-21-23-25,10
3590,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,8
3590,M3_mais_atrasadas,03-05-06-07-09-12-13-14-16-17-18-19-20-23-25,8
3590,M4_par_impar_balanceado,04-06-08-09-11-12-13-14-15-20-21-22-23-24-25,11
3590,M5_soma_faixa_comum,02-04-06-07-09-10-12-15-16-17-18-19-20-21-23,11
3591,M1_aleatorio_puro,01-03-04-05-07-08-10-13-15-18-19-20-21-24-25,10
3591,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,10
3591,M3_mais_atrasadas,01-02-03-05-06-07-09-10-14-15-18-20-23-24-25,10
3591,M4_par_impar_balanceado,01-02-04-06-07-11-12-13-14-17-19-20-22-23-24,11
3591,M5_soma_faixa_comum,03-04-05-06-07-09-10-11-14-15-16-18-19-21-24,10
3592,M1_aleatorio_puro,01-05-08-09-11-12-13-14-15-18-19-21-22-24-25,9
3592,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,8
3592,M3_mais_atrasadas,05-08-09-10-12-13-15-16-19-20-21-22-23-24-25,9
3592,M4_par_impar_balanceado,03-04-05-06-08-10-11-15-18-19-20-22-23-24-25,8
3592,M5_soma_faixa_comum,03-05-06-07-08-09-12-13-15-16-17-18-19-20-21,10
3593,M1_aleatorio_puro,05-07-08-09-11-12-13-14-16-19-21-22-23-24-25,8
3593,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,8
3593,M3_mais_atrasadas,01-02-03-08-10-11-13-14-15-16-19-20-22-24-25,8
3593,M4_par_impar_balanceado,01-02-03-04-05-06-07-08-09-10-12-14-15-17-20,10
3593,M5_soma_faixa_comum,02-03-05-06-09-10-11-16-17-18-19-20-21-22-25,7
3594,M1_aleatorio_puro,01-02-03-05-06-08-10-11-12-13-14-16-21-22-23,8
3594,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,9
3594,M3_mais_atrasadas,02-05-10-11-13-14-15-16-17-18-19-20-21-22-24,9
3594,M4_par_impar_balanceado,01-02-05-07-08-09-11-12-14-16-20-22-23-24-25,11
3594,M5_soma_faixa_comum,01-03-05-06-07-08-12-13-14-15-18-20-22-24-25,9
3595,M1_aleatorio_puro,01-02-04-05-07-08-11-12-14-16-17-19-20-23-25,9
3595,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,11
3595,M3_mais_atrasadas,01-03-04-06-09-10-12-13-15-16-17-19-22-24-25,10
3595,M4_par_impar_balanceado,01-02-03-04-05-06-08-09-11-12-14-15-22-24-25,10
3595,M5_soma_faixa_comum,01-03-04-05-09-10-11-13-14-16-20-21-22-23-24,9
3596,M1_aleatorio_puro,01-05-06-08-09-11-13-14-16-18-20-21-23-24-25,9
3596,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,9
3596,M3_mais_atrasadas,03-04-07-09-11-12-13-14-15-17-18-19-21-23-24,7
3596,M4_par_impar_balanceado,01-03-04-05-08-10-12-13-15-17-18-20-22-24-25,9
3596,M5_soma_faixa_comum,05-06-07-08-09-10-11-12-14-16-19-21-22-23-24,8
3597,M1_aleatorio_puro,01-02-03-04-05-08-09-11-12-15-17-18-21-23-24,7
3597,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,10
3597,M3_mais_atrasadas,02-03-04-05-07-09-10-11-12-13-17-19-23-24-25,9
3597,M4_par_impar_balanceado,02-05-06-08-09-11-12-13-14-17-18-19-22-24-25,6
3597,M5_soma_faixa_comum,03-05-06-07-08-09-10-12-15-17-19-20-21-23-25,9
3598,M1_aleatorio_puro,01-03-07-08-09-10-11-12-13-14-15-18-19-21-24,9
3598,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,7
3598,M3_mais_atrasadas,02-03-05-06-08-09-10-11-12-17-18-19-22-24-25,9
3598,M4_par_impar_balanceado,01-04-05-06-09-10-11-12-13-14-16-18-20-21-25,9
3598,M5_soma_faixa_comum,01-03-05-06-08-10-11-12-13-16-18-19-20-22-24,10
3599,M1_aleatorio_puro,02-03-05-07-09-11-13-15-16-18-20-21-23-24-25,9
3599,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,7
3599,M3_mais_atrasadas,02-06-07-10-12-13-14-15-17-18-19-20-21-23-25,8
3599,M4_par_impar_balanceado,04-06-07-08-13-14-15-16-17-18-20-21-23-24-25,10
3599,M5_soma_faixa_comum,01-03-07-08-09-12-13-14-16-17-18-19-20-23-25,10
3600,M1_aleatorio_puro,02-03-04-06-07-08-10-14-17-18-19-20-21-24-25,9
3600,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,8
3600,M3_mais_atrasadas,01-02-03-05-10-13-14-15-16-17-18-20-21-22-25,8
3600,M4_par_impar_balanceado,01-02-04-06-07-09-10-13-16-17-19-20-22-23-24,8
3600,M5_soma_faixa_comum,01-03-04-06-07-08-09-13-14-17-18-20-22-23-24,9
3601,M1_aleatorio_puro,01-02-03-04-06-08-09-11-15-19-20-21-22-23-25,11
3601,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,7
3601,M3_mais_atrasadas,01-02-03-10-11-12-13-14-15-17-18-19-23-24-25,7
3601,M4_par_impar_balanceado,02-04-05-06-07-09-10-11-13-14-15-16-17-22-24,9
3601,M5_soma_faixa_comum,01-03-04-09-11-12-13-16-17-18-19-20-21-22-24,9
3602,M1_aleatorio_puro,01-02-03-05-06-07-08-10-13-15-16-17-18-19-22,10
3602,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,9
3602,M3_mais_atrasadas,01-04-05-10-11-12-13-14-15-16-17-18-19-22-25,7
3602,M4_par_impar_balanceado,02-04-05-06-07-09-12-13-14-15-18-19-22-23-24,11
3602,M5_soma_faixa_comum,01-02-03-04-06-10-11-15-16-20-21-22-23-24-25,10
3603,M1_aleatorio_puro,02-04-06-07-08-09-10-13-14-16-20-21-22-24-25,9
3603,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,11
3603,M3_mais_atrasadas,02-05-07-09-10-11-12-13-14-16-17-20-21-24-25,11
3603,M4_par_impar_balanceado,01-02-05-09-10-11-12-13-14-16-18-19-21-22-24,11
3603,M5_soma_faixa_comum,01-03-05-08-09-12-13-14-15-17-18-19-22-23-24,9
3604,M1_aleatorio_puro,02-03-04-05-06-10-11-13-15-16-17-18-20-23-25,8
3604,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,8
3604,M3_mais_atrasadas,01-02-03-06-07-08-11-13-14-15-16-18-22-23-25,12
3604,M4_par_impar_balanceado,01-02-04-05-06-07-08-09-10-11-12-14-16-19-25,8
3604,M5_soma_faixa_comum,01-03-04-05-07-09-11-13-14-15-17-19-20-23-25,8
3605,M1_aleatorio_puro,02-04-06-07-08-09-10-11-12-14-15-18-22-23-24,8
3605,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,11
3605,M3_mais_atrasadas,04-05-09-10-11-12-14-16-17-18-19-20-21-23-25,9
3605,M4_par_impar_balanceado,01-02-03-06-09-11-12-13-14-16-18-19-20-21-24,9
3605,M5_soma_faixa_comum,01-02-05-08-09-11-12-13-14-16-17-18-19-21-24,7
3606,M1_aleatorio_puro,02-06-07-10-12-16-17-18-19-20-21-22-23-24-25,10
3606,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,8
3606,M3_mais_atrasadas,01-02-04-05-06-07-08-09-11-15-16-17-18-19-22,8
3606,M4_par_impar_balanceado,01-02-03-04-05-06-07-09-10-12-14-16-18-21-23,9
3606,M5_soma_faixa_comum,01-02-05-07-08-10-11-14-15-16-19-20-21-23-25,9
3607,M1_aleatorio_puro,01-02-04-05-07-08-10-12-14-16-18-20-21-22-25,9
3607,M2_mais_frequentes,01-02-03-04-05-10-11-12-13-14-15-20-22-24-25,8
